星露谷_特质_初始星露谷_PerkDescription,"从鹈鹕镇中爷爷留下的农场中开始",
星露谷_天气_秋季_微风_CardName,"微风（秋季）",
星露谷_天气_春季_微风_CardName,"微风（春季）",
星露谷_状态栏_能量_Description,"",
星露谷_状态栏_能量_GameName,"能量",
星露谷_状态栏_生命_Description,"",
星露谷_状态栏_生命_GameName,"生命",
星露谷_状态栏_生命_Statuses[0].GameName,"I'm so sick of eating Crustaceans...",
星露谷_状态栏_生命_Statuses[1].GameName,"I'm a bit tired of eating Crustaceans...",
星露谷_物品_单人床_CardDescription,"梦开始的地方...",
星露谷_物品_单人床_CardName,"单人床",
星露谷_物品_单人床_DismantleActions[0].ActionName,"Nap",
星露谷_物品_单人床_DismantleActions[0].FadeMessage,"Taking a nap...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[1].Notification,"I'm too thirsty to sleep...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[2].Notification,"I'm too hot to sleep...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[3].Notification,"I'm too cold to sleep...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[4].Notification,"I'm losing too much blood...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[5].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[0].StatInterruptions[6].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[1].ActionName,"Nap",
星露谷_物品_单人床_DismantleActions[1].FadeMessage,"Taking a nap...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[1].Notification,"I'm too thirsty to sleep...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[2].Notification,"I'm too hot to sleep...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[3].Notification,"I'm too cold to sleep...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[4].Notification,"I'm losing too much blood...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[5].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[1].StatInterruptions[6].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[2].ActionName,"Sleep",
星露谷_模板木床_CardDescription,"A nice and comfortable wooden bed. My back will thank me.",
星露谷_模板木床_CardName,"Wooden Bed",
星露谷_模板木床_DismantleActions[0].ActionName,"Nap",
星露谷_模板木床_DismantleActions[0].FadeMessage,"Taking a nap...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[1].Notification,"I'm too thirsty to sleep...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[2].Notification,"I'm too hot to sleep...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[3].Notification,"I'm too cold to sleep...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[4].Notification,"I'm losing too much blood...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[5].Notification,"I'm not feeling well...",
星露谷_模板木床_DismantleActions[0].StatInterruptions[6].Notification,"I'm not feeling well...",
星露谷_模板木床_DismantleActions[1].ActionName,"Sleep",
星露谷_模板木床_DismantleActions[1].FadeMessage,"Sleeping...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[1].Notification,"I'm too thirsty to sleep...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[2].Notification,"I'm too hot to sleep...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[3].Notification,"I'm too cold to sleep...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[4].Notification,"I'm losing too much blood...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[5].Notification,"I'm not feeling well...",
星露谷_模板木床_DismantleActions[1].StatInterruptions[6].Notification,"I'm not feeling well...",
星露谷_模板木床_DismantleActions[2].ActionName,"Take apart and Pick Up",
星露谷_物品_单人床_DismantleActions[2].FadeMessage,"Sleeping...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[1].Notification,"I'm too thirsty to sleep...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[2].Notification,"I'm too hot to sleep...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[3].Notification,"I'm too cold to sleep...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[4].Notification,"I'm losing too much blood...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[5].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[2].StatInterruptions[6].Notification,"I'm not feeling well...",
星露谷_物品_单人床_DismantleActions[3].ActionName,"Take apart and Pick Up",
星露谷_状态栏_雨水计数器_GameName,"雨水",
星露谷_状态栏_雨水_GameName,"雨水",
